,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,PERIOD,EPOCH,AGE / STAGE,Age (Ma),87Sr/86Sr mean,87Sr/8Sr min,87sr/86Sr max,Half-width interval,rate of change,extrapolated
,,Neogene,Miocene ,Langhian,14.75,0.708802,0.708802,0.708803,1,37,
,,Neogene,Miocene ,Langhian,14.80,0.708801,0.708800,0.708801,1,38,
,,Neogene,Miocene ,Langhian,14.85,0.708799,0.708798,0.708799,1,40,
,,Neogene,Miocene ,Langhian,14.90,0.708797,0.708796,0.708797,1,42,
,,Neogene,Miocene ,Langhian,14.95,0.708794,0.708793,0.708795,1,43,
,,Neogene,Miocene ,Langhian,15.00,0.708792,0.708791,0.708793,1,45,
,,Neogene,Miocene ,Langhian,15.05,0.708790,0.708789,0.708791,1,47,
,,Neogene,Miocene ,Langhian,15.10,0.708787,0.708786,0.708788,1,49,
,,Neogene,Miocene ,Langhian,15.15,0.708785,0.708784,0.708786,1,51,
,,Neogene,Miocene ,Langhian,15.20,0.708782,0.708781,0.708783,1,53,
,,Neogene,Miocene ,Langhian,15.25,0.708779,0.708778,0.708780,1,55,
,,Neogene,Miocene ,Langhian,15.30,0.708777,0.708776,0.708778,1,57,
,,Neogene,Miocene ,Langhian,15.35,0.708774,0.708773,0.708774,1,59,
,,Neogene,Miocene ,Langhian,15.40,0.708771,0.708770,0.708771,1,61,
,,Neogene,Miocene ,Langhian,15.45,0.708767,0.708767,0.708768,1,63,
,,Neogene,Miocene ,Langhian,15.50,0.708764,0.708763,0.708765,1,65,
,,Neogene,Miocene ,Langhian,15.55,0.708761,0.708760,0.708761,1,67,
,,Neogene,Miocene ,Langhian,15.60,0.708757,0.708757,0.708758,1,68,
,,Neogene,Miocene ,Langhian,15.65,0.708754,0.708753,0.708755,1,69,
,,Neogene,Miocene ,Langhian,15.70,0.708750,0.708749,0.708751,1,70,
,,Neogene,Miocene ,Langhian,15.75,0.708747,0.708746,0.708747,1,71,
,,Neogene,Miocene ,Langhian,15.80,0.708743,0.708742,0.708744,1,72,
,,Neogene,Miocene ,Langhian,15.85,0.708739,0.708738,0.708740,1,72,
,,Neogene,Miocene ,Langhian,15.90,0.708736,0.708735,0.708736,1,73,
,,Neogene,Miocene ,Langhian,15.95,0.708732,0.708731,0.708733,1,73,
,,Neogene,Miocene ,Langhian,16.00,0.708728,0.708728,0.708729,1,73,
,,Neogene,Miocene ,Burdigalian,16.05,0.708725,0.708724,0.708726,1,73,
,,Neogene,Miocene ,Burdigalian,16.10,0.708721,0.708720,0.708722,1,73,
,,Neogene,Miocene ,Burdigalian,16.15,0.708717,0.708717,0.708718,1,73,
,,Neogene,Miocene ,Burdigalian,16.20,0.708714,0.708713,0.708715,1,73,
,,Neogene,Miocene ,Burdigalian,16.25,0.708710,0.708709,0.708711,1,73,
,,Neogene,Miocene ,Burdigalian,16.30,0.708707,0.708705,0.708708,1,73,
,,Neogene,Miocene ,Burdigalian,16.35,0.708703,0.708702,0.708704,1,73,
,,Neogene,Miocene ,Burdigalian,16.40,0.708699,0.708698,0.708700,1,73,
,,Neogene,Miocene ,Burdigalian,16.45,0.708696,0.708694,0.708697,1,73,
,,Neogene,Miocene ,Burdigalian,16.50,0.708692,0.708691,0.708693,1,73,
,,Neogene,Miocene ,Burdigalian,16.55,0.708688,0.708687,0.708689,1,73,
,,Neogene,Miocene ,Burdigalian,16.60,0.708685,0.708683,0.708686,1,73,
,,Neogene,Miocene ,Burdigalian,16.65,0.708681,0.708680,0.708682,1,73,
,,Neogene,Miocene ,Burdigalian,16.70,0.708677,0.708676,0.708678,1,73,
,,Neogene,Miocene ,Burdigalian,16.75,0.708674,0.708672,0.708675,1,73,
,,Neogene,Miocene ,Burdigalian,16.80,0.708670,0.708669,0.708671,1,74,
,,Neogene,Miocene ,Burdigalian,16.85,0.708666,0.708665,0.708667,1,74,
,,Neogene,Miocene ,Burdigalian,16.90,0.708663,0.708662,0.708663,1,74,
,,Neogene,Miocene ,Burdigalian,16.95,0.708659,0.708658,0.708660,1,74,
,,Neogene,Miocene ,Burdigalian,17.00,0.708655,0.708654,0.708656,1,74,
,,Neogene,Miocene ,Burdigalian,17.05,0.708651,0.708651,0.708652,1,74,
,,Neogene,Miocene ,Burdigalian,17.10,0.708648,0.708647,0.708649,1,74,
,,Neogene,Miocene ,Burdigalian,17.15,0.708644,0.708643,0.708645,1,74,
,,Neogene,Miocene ,Burdigalian,17.20,0.708640,0.708639,0.708641,1,74,
,,Neogene,Miocene ,Burdigalian,17.25,0.708637,0.708636,0.708637,1,74,
,,Neogene,Miocene ,Burdigalian,17.30,0.708633,0.708632,0.708634,1,74,
,,Neogene,Miocene ,Burdigalian,17.35,0.708629,0.708628,0.708630,1,74,
,,Neogene,Miocene ,Burdigalian,17.40,0.708626,0.708625,0.708626,1,74,
,,Neogene,Miocene ,Burdigalian,17.45,0.708622,0.708621,0.708623,1,74,
,,Neogene,Miocene ,Burdigalian,17.50,0.708618,0.708617,0.708619,1,74,
,,Neogene,Miocene ,Burdigalian,17.55,0.708614,0.708614,0.708615,1,74,
,,Neogene,Miocene ,Burdigalian,17.60,0.708611,0.708610,0.708612,1,74,
,,Neogene,Miocene ,Burdigalian,17.65,0.708607,0.708606,0.708608,1,74,
,,Neogene,Miocene ,Burdigalian,17.70,0.708603,0.708602,0.708604,1,74,
,,Neogene,Miocene ,Burdigalian,17.75,0.708600,0.708599,0.708600,1,74,
,,Neogene,Miocene ,Burdigalian,17.80,0.708596,0.708595,0.708597,1,75,
,,Neogene,Miocene ,Burdigalian,17.85,0.708592,0.708591,0.708593,1,75,
,,Neogene,Miocene ,Burdigalian,17.90,0.708588,0.708587,0.708589,1,75,
,,Neogene,Miocene ,Burdigalian,17.95,0.708585,0.708584,0.708586,1,75,
,,Neogene,Miocene ,Burdigalian,18.00,0.708581,0.708580,0.708582,1,75,
,,Neogene,Miocene ,Burdigalian,18.05,0.708577,0.708576,0.708578,1,75,
,,Neogene,Miocene ,Burdigalian,18.10,0.708573,0.708573,0.708574,1,75,
,,Neogene,Miocene ,Burdigalian,18.15,0.708570,0.708569,0.708571,1,75,
,,Neogene,Miocene ,Burdigalian,18.20,0.708566,0.708565,0.708567,1,75,
,,Neogene,Miocene ,Burdigalian,18.25,0.708562,0.708561,0.708563,1,75,
,,Neogene,Miocene ,Burdigalian,18.30,0.708558,0.708557,0.708559,1,75,
,,Neogene,Miocene ,Burdigalian,18.35,0.708555,0.708553,0.708556,1,75,
,,Neogene,Miocene ,Burdigalian,18.40,0.708551,0.708549,0.708553,2,75,
,,Neogene,Miocene ,Burdigalian,18.45,0.708547,0.708545,0.708549,2,75,
,,Neogene,Miocene ,Burdigalian,18.50,0.708543,0.708542,0.708545,2,75,
,,Neogene,Miocene ,Burdigalian,18.55,0.708540,0.708538,0.708541,2,75,
,,Neogene,Miocene ,Burdigalian,18.60,0.708536,0.708534,0.708537,2,75,
,,Neogene,Miocene ,Burdigalian,18.65,0.708532,0.708531,0.708534,2,75,
,,Neogene,Miocene ,Burdigalian,18.70,0.708528,0.708527,0.708530,2,75,
,,Neogene,Miocene ,Burdigalian,18.75,0.708525,0.708523,0.708526,2,75,
,,Neogene,Miocene ,Burdigalian,18.80,0.708521,0.708519,0.708522,2,76,
,,Neogene,Miocene ,Burdigalian,18.85,0.708517,0.708515,0.708519,2,76,
,,Neogene,Miocene ,Burdigalian,18.90,0.708513,0.708512,0.708515,2,76,
,,Neogene,Miocene ,Burdigalian,18.95,0.708509,0.708508,0.708511,2,76,
,,Neogene,Miocene ,Burdigalian,19.00,0.708506,0.708504,0.708507,1,76,
,,Neogene,Miocene ,Burdigalian,19.05,0.708502,0.708500,0.708503,1,76,
,,Neogene,Miocene ,Burdigalian,19.10,0.708498,0.708497,0.708499,1,76,
,,Neogene,Miocene ,Burdigalian,19.15,0.708494,0.708493,0.708496,1,76,
,,Neogene,Miocene ,Burdigalian,19.20,0.708490,0.708489,0.708492,1,76,
,,Neogene,Miocene ,Burdigalian,19.25,0.708487,0.708485,0.708488,1,76,
,,Neogene,Miocene ,Burdigalian,19.30,0.708483,0.708482,0.708484,1,76,
,,Neogene,Miocene ,Burdigalian,19.35,0.708479,0.708478,0.708480,1,76,
,,Neogene,Miocene ,Burdigalian,19.40,0.708475,0.708474,0.708476,1,76,
,,Neogene,Miocene ,Burdigalian,19.45,0.708471,0.708470,0.708473,1,76,
,,Neogene,Miocene ,Burdigalian,19.50,0.708468,0.708466,0.708469,2,76,
,,Neogene,Miocene ,Burdigalian,19.55,0.708464,0.708462,0.708466,2,75,
,,Neogene,Miocene ,Burdigalian,19.60,0.708460,0.708458,0.708462,2,74,
,,Neogene,Miocene ,Burdigalian,19.65,0.708456,0.708454,0.708458,2,74,
,,Neogene,Miocene ,Burdigalian,19.70,0.708452,0.708450,0.708455,3,73,
,,Neogene,Miocene ,Burdigalian,19.75,0.708449,0.708446,0.708452,3,72,
,,Neogene,Miocene ,Burdigalian,19.80,0.708446,0.708443,0.708449,3,71,
,,Neogene,Miocene ,Burdigalian,19.85,0.708442,0.708439,0.708445,3,70,
,,Neogene,Miocene ,Burdigalian,19.90,0.708439,0.708435,0.708442,3,69,
,,Neogene,Miocene ,Burdigalian,19.95,0.708435,0.708432,0.708439,4,68,
,,Neogene,Miocene ,Burdigalian,20.00,0.708432,0.708428,0.708436,4,68,
,,Neogene,Miocene ,Burdigalian,20.05,0.708428,0.708424,0.708433,4,68,
,,Neogene,Miocene ,Burdigalian,20.10,0.708425,0.708421,0.708429,4,68,
,,Neogene,Miocene ,Burdigalian,20.15,0.708422,0.708417,0.708426,4,68,
,,Neogene,Miocene ,Burdigalian,20.20,0.708418,0.708414,0.708423,4,67,
,,Neogene,Miocene ,Burdigalian,20.25,0.708415,0.708411,0.708419,4,67,
,,Neogene,Miocene ,Burdigalian,20.30,0.708412,0.708407,0.708416,4,67,
,,Neogene,Miocene ,Burdigalian,20.35,0.708408,0.708404,0.708413,4,67,
,,Neogene,Miocene ,Burdigalian,20.40,0.708405,0.708401,0.708409,4,66,
,,Neogene,Miocene ,Burdigalian,20.45,0.708402,0.708397,0.708406,4,66,
,,Neogene,Miocene ,Aquitanian,20.50,0.708398,0.708394,0.708403,4,66,
,,Neogene,Miocene ,Aquitanian,20.55,0.708395,0.708391,0.708400,5,66,
,,Neogene,Miocene ,Aquitanian,20.60,0.708392,0.708387,0.708397,5,65,
,,Neogene,Miocene ,Aquitanian,20.65,0.708389,0.708384,0.708393,5,65,
,,Neogene,Miocene ,Aquitanian,20.70,0.708385,0.708380,0.708390,5,65,
,,Neogene,Miocene ,Aquitanian,20.75,0.708382,0.708377,0.708387,5,65,
,,Neogene,Miocene ,Aquitanian,20.80,0.708379,0.708374,0.708384,5,65,
,,Neogene,Miocene ,Aquitanian,20.85,0.708376,0.708370,0.708381,5,64,
,,Neogene,Miocene ,Aquitanian,20.90,0.708372,0.708367,0.708378,5,64,
,,Neogene,Miocene ,Aquitanian,20.95,0.708369,0.708364,0.708375,6,64,
,,Neogene,Miocene ,Aquitanian,21.00,0.708366,0.708360,0.708372,6,64,
,,Neogene,Miocene ,Aquitanian,21.05,0.708363,0.708357,0.708369,6,64,
,,Neogene,Miocene ,Aquitanian,21.10,0.708360,0.708354,0.708366,6,63,
,,Neogene,Miocene ,Aquitanian,21.15,0.708357,0.708350,0.708363,6,63,
,,Neogene,Miocene ,Aquitanian,21.20,0.708353,0.708347,0.708360,7,63,
,,Neogene,Miocene ,Aquitanian,21.25,0.708350,0.708344,0.708357,6,63,
,,Neogene,Miocene ,Aquitanian,21.30,0.708347,0.708341,0.708353,6,63,
,,Neogene,Miocene ,Aquitanian,21.35,0.708344,0.708338,0.708350,6,62,
,,Neogene,Miocene ,Aquitanian,21.40,0.708341,0.708334,0.708347,7,62,
,,Neogene,Miocene ,Aquitanian,21.45,0.708338,0.708331,0.708344,7,62,
,,Neogene,Miocene ,Aquitanian,21.50,0.708335,0.708328,0.708341,7,62,
,,Neogene,Miocene ,Aquitanian,21.55,0.708332,0.708325,0.708338,7,62,
,,Neogene,Miocene ,Aquitanian,21.60,0.708328,0.708322,0.708335,7,62,
,,Neogene,Miocene ,Aquitanian,21.65,0.708325,0.708319,0.708332,7,61,
,,Neogene,Miocene ,Aquitanian,21.70,0.708322,0.708315,0.708329,7,61,
,,Neogene,Miocene ,Aquitanian,21.75,0.708319,0.708312,0.708326,7,61,
,,Neogene,Miocene ,Aquitanian,21.80,0.708316,0.708309,0.708323,7,61,
,,Neogene,Miocene ,Aquitanian,21.85,0.708313,0.708306,0.708320,7,61,
,,Neogene,Miocene ,Aquitanian,21.90,0.708310,0.708303,0.708317,7,60,
,,Neogene,Miocene ,Aquitanian,21.95,0.708307,0.708300,0.708314,7,60,
,,Neogene,Miocene ,Aquitanian,22.00,0.708304,0.708297,0.708311,7,60,
,,Neogene,Miocene ,Aquitanian,22.05,0.708301,0.708294,0.708308,7,60,
,,Neogene,Miocene ,Aquitanian,22.10,0.708298,0.708291,0.708305,7,60,
,,Neogene,Miocene ,Aquitanian,22.15,0.708295,0.708288,0.708302,7,60,
,,Neogene,Miocene ,Aquitanian,22.20,0.708292,0.708285,0.708299,7,59,
,,Neogene,Miocene ,Aquitanian,22.25,0.708289,0.708282,0.708297,7,59,
,,Neogene,Miocene ,Aquitanian,22.30,0.708286,0.708279,0.708294,7,59,
,,Neogene,Miocene ,Aquitanian,22.35,0.708283,0.708276,0.708291,7,59,
,,Neogene,Miocene ,Aquitanian,22.40,0.708280,0.708273,0.708288,7,59,
,,Neogene,Miocene ,Aquitanian,22.45,0.708278,0.708270,0.708285,7,59,
,,Neogene,Miocene ,Aquitanian,22.50,0.708275,0.708267,0.708282,7,59,
,,Neogene,Miocene ,Aquitanian,22.55,0.708272,0.708264,0.708279,7,58,
,,Neogene,Miocene ,Aquitanian,22.60,0.708269,0.708262,0.708276,7,58,
,,Neogene,Miocene ,Aquitanian,22.65,0.708266,0.708259,0.708273,7,58,
,,Neogene,Miocene ,Aquitanian,22.70,0.708263,0.708256,0.708270,7,58,
,,Neogene,Miocene ,Aquitanian,22.75,0.708260,0.708253,0.708267,7,58,
,,Neogene,Miocene ,Aquitanian,22.80,0.708257,0.708250,0.708264,7,58,
,,Neogene,Miocene ,Aquitanian,22.85,0.708254,0.708248,0.708261,7,57,
,,Neogene,Miocene ,Aquitanian,22.90,0.708251,0.708245,0.708258,7,57,
,,Neogene,Miocene ,Aquitanian,22.95,0.708249,0.708242,0.708255,7,57,
,,Neogene,Miocene ,Aquitanian,23.00,0.708246,0.708239,0.708253,7,57,
,,Palaeogene,Miocene ,Aquitanian,23.05,0.708243,0.708235,0.708251,8,57,
,,Palaeogene,Oligocene,Chattian,23.10,0.708240,0.708232,0.708249,8,57,
,,Palaeogene,Oligocene,Chattian,23.15,0.708237,0.708230,0.708244,7,56,
,,Palaeogene,Oligocene,Chattian,23.20,0.708234,0.708229,0.708240,6,56,
,,Palaeogene,Oligocene,Chattian,23.25,0.708232,0.708225,0.708238,6,56,
,,Palaeogene,Oligocene,Chattian,23.30,0.708229,0.708222,0.708236,7,56,
,,Palaeogene,Oligocene,Chattian,23.35,0.708226,0.708218,0.708234,8,56,
,,Palaeogene,Oligocene,Chattian,23.40,0.708223,0.708214,0.708232,9,56,
,,Palaeogene,Oligocene,Chattian,23.45,0.708221,0.708213,0.708229,8,55,
,,Palaeogene,Oligocene,Chattian,23.50,0.708218,0.708211,0.708225,7,55,
,,Palaeogene,Oligocene,Chattian,23.55,0.708215,0.708208,0.708222,7,55,
,,Palaeogene,Oligocene,Chattian,23.60,0.708212,0.708205,0.708219,7,55,
,,Palaeogene,Oligocene,Chattian,23.65,0.708210,0.708202,0.708217,7,55,
,,Palaeogene,Oligocene,Chattian,23.70,0.708207,0.708200,0.708214,7,55,
,,Palaeogene,Oligocene,Chattian,23.75,0.708204,0.708197,0.708211,7,54,
,,Palaeogene,Oligocene,Chattian,23.80,0.708201,0.708194,0.708209,7,54,
,,Palaeogene,Oligocene,Chattian,23.85,0.708199,0.708192,0.708206,7,54,
,,Palaeogene,Oligocene,Chattian,23.90,0.708196,0.708189,0.708203,7,54,
,,Palaeogene,Oligocene,Chattian,23.95,0.708193,0.708186,0.708201,8,54,
,,Palaeogene,Oligocene,Chattian,24.00,0.708191,0.708183,0.708199,8,53,
,,Palaeogene,Oligocene,Chattian,24.05,0.708188,0.708180,0.708196,8,53,
,,Palaeogene,Oligocene,Chattian,24.10,0.708185,0.708177,0.708193,8,53,
,,Palaeogene,Oligocene,Chattian,24.15,0.708183,0.708175,0.708191,8,53,
,,Palaeogene,Oligocene,Chattian,24.20,0.708180,0.708172,0.708188,8,53,
,,Palaeogene,Oligocene,Chattian,24.25,0.708177,0.708170,0.708185,8,52,
,,Palaeogene,Oligocene,Chattian,24.30,0.708175,0.708167,0.708183,8,52,
,,Palaeogene,Oligocene,Chattian,24.35,0.708172,0.708164,0.708180,8,52,
,,Palaeogene,Oligocene,Chattian,24.40,0.708170,0.708162,0.708177,8,52,
,,Palaeogene,Oligocene,Chattian,24.45,0.708167,0.708159,0.708175,8,52,
,,Palaeogene,Oligocene,Chattian,24.50,0.708164,0.708157,0.708172,8,51,
,,Palaeogene,Oligocene,Chattian,24.55,0.708162,0.708154,0.708170,8,51,
,,Palaeogene,Oligocene,Chattian,24.60,0.708159,0.708152,0.708167,8,51,
,,Palaeogene,Oligocene,Chattian,24.65,0.708157,0.708149,0.708164,8,51,
,,Palaeogene,Oligocene,Chattian,24.70,0.708154,0.708147,0.708162,8,50,
,,Palaeogene,Oligocene,Chattian,24.75,0.708152,0.708144,0.708159,8,50,
,,Palaeogene,Oligocene,Chattian,24.80,0.708149,0.708142,0.708157,8,50,
,,Palaeogene,Oligocene,Chattian,24.85,0.708147,0.708139,0.708154,7,50,
,,Palaeogene,Oligocene,Chattian,24.90,0.708144,0.708137,0.708152,7,49,
,,Palaeogene,Oligocene,Chattian,24.95,0.708142,0.708134,0.708149,7,49,
,,Palaeogene,Oligocene,Chattian,25.00,0.708139,0.708132,0.708147,7,49,
,,Palaeogene,Oligocene,Chattian,25.05,0.708137,0.708130,0.708144,7,49,
,,Palaeogene,Oligocene,Chattian,25.10,0.708135,0.708127,0.708142,7,48,
,,Palaeogene,Oligocene,Chattian,25.15,0.708132,0.708125,0.708140,7,48,
,,Palaeogene,Oligocene,Chattian,25.20,0.708130,0.708122,0.708137,7,48,
,,Palaeogene,Oligocene,Chattian,25.25,0.708127,0.708121,0.708134,7,48,
,,Palaeogene,Oligocene,Chattian,25.30,0.708125,0.708119,0.708131,6,47,
,,Palaeogene,Oligocene,Chattian,25.35,0.708123,0.708116,0.708129,7,47,
,,Palaeogene,Oligocene,Chattian,25.40,0.708120,0.708113,0.708128,7,47,
,,Palaeogene,Oligocene,Chattian,25.45,0.708118,0.708111,0.708125,7,46,
,,Palaeogene,Oligocene,Chattian,25.50,0.708116,0.708108,0.708123,7,46,
,,Palaeogene,Oligocene,Chattian,25.55,0.708114,0.708106,0.708121,7,46,
,,Palaeogene,Oligocene,Chattian,25.60,0.708111,0.708104,0.708118,7,45,
,,Palaeogene,Oligocene,Chattian,25.65,0.708109,0.708102,0.708116,7,45,
,,Palaeogene,Oligocene,Chattian,25.70,0.708107,0.708099,0.708114,7,45,
,,Palaeogene,Oligocene,Chattian,25.75,0.708105,0.708097,0.708112,7,44,
,,Palaeogene,Oligocene,Chattian,25.80,0.708102,0.708095,0.708110,7,44,
,,Palaeogene,Oligocene,Chattian,25.85,0.708100,0.708093,0.708107,7,44,
,,Palaeogene,Oligocene,Chattian,25.90,0.708098,0.708091,0.708105,7,43,
,,Palaeogene,Oligocene,Chattian,25.95,0.708096,0.708089,0.708103,7,43,
,,Palaeogene,Oligocene,Chattian,26.00,0.708094,0.708086,0.708101,7,43,
,,Palaeogene,Oligocene,Chattian,26.05,0.708092,0.708084,0.708099,7,42,
,,Palaeogene,Oligocene,Chattian,26.10,0.708089,0.708082,0.708097,7,42,
,,Palaeogene,Oligocene,Chattian,26.15,0.708087,0.708080,0.708094,7,42,
,,Palaeogene,Oligocene,Chattian,26.20,0.708085,0.708078,0.708092,7,41,
,,Palaeogene,Oligocene,Chattian,26.25,0.708083,0.708076,0.708090,7,41,
,,Palaeogene,Oligocene,Chattian,26.30,0.708081,0.708074,0.708088,7,41,
,,Palaeogene,Oligocene,Chattian,26.35,0.708079,0.708072,0.708086,7,40,
,,Palaeogene,Oligocene,Chattian,26.40,0.708077,0.708070,0.708084,7,40,
,,Palaeogene,Oligocene,Chattian,26.45,0.708075,0.708068,0.708083,7,40,
,,Palaeogene,Oligocene,Chattian,26.50,0.708073,0.708065,0.708081,8,39,
,,Palaeogene,Oligocene,Chattian,26.55,0.708071,0.708064,0.708079,8,39,
,,Palaeogene,Oligocene,Chattian,26.60,0.708069,0.708062,0.708077,8,38,
,,Palaeogene,Oligocene,Chattian,26.65,0.708067,0.708060,0.708075,7,38,
,,Palaeogene,Oligocene,Chattian,26.70,0.708066,0.708059,0.708072,7,38,
,,Palaeogene,Oligocene,Chattian,26.75,0.708064,0.708057,0.708070,7,37,
,,Palaeogene,Oligocene,Chattian,26.80,0.708062,0.708055,0.708068,7,37,
,,Palaeogene,Oligocene,Chattian,26.85,0.708060,0.708053,0.708067,7,37,
,,Palaeogene,Oligocene,Chattian,26.90,0.708058,0.708052,0.708065,6,36,
,,Palaeogene,Oligocene,Chattian,26.95,0.708056,0.708049,0.708063,7,36,
,,Palaeogene,Oligocene,Chattian,27.00,0.708055,0.708047,0.708062,8,35,
,,Palaeogene,Oligocene,Chattian,27.05,0.708053,0.708047,0.708059,6,35,
,,Palaeogene,Oligocene,Chattian,27.10,0.708051,0.708047,0.708055,4,35,
,,Palaeogene,Oligocene,Chattian,27.15,0.708049,0.708046,0.708053,4,34,
,,Palaeogene,Oligocene,Chattian,27.20,0.708048,0.708044,0.708051,4,34,
,,Palaeogene,Oligocene,Chattian,27.25,0.708046,0.708043,0.708049,3,33,
,,Palaeogene,Oligocene,Chattian,27.30,0.708044,0.708041,0.708047,3,33,
,,Palaeogene,Oligocene,Rupelian,27.35,0.708043,0.708040,0.708046,3,33,
,,Palaeogene,Oligocene,Rupelian,27.40,0.708041,0.708038,0.708044,3,32,
,,Palaeogene,Oligocene,Rupelian,27.45,0.708040,0.708036,0.708043,3,32,
,,Palaeogene,Oligocene,Rupelian,27.50,0.708038,0.708035,0.708041,3,31,
,,Palaeogene,Oligocene,Rupelian,27.55,0.708036,0.708033,0.708040,3,31,
,,Palaeogene,Oligocene,Rupelian,27.60,0.708035,0.708031,0.708038,4,31,
,,Palaeogene,Oligocene,Rupelian,27.65,0.708033,0.708030,0.708037,4,30,
,,Palaeogene,Oligocene,Rupelian,27.70,0.708032,0.708028,0.708036,4,30,
,,Palaeogene,Oligocene,Rupelian,27.75,0.708030,0.708027,0.708034,4,29,
,,Palaeogene,Oligocene,Rupelian,27.80,0.708029,0.708026,0.708032,3,29,
,,Palaeogene,Oligocene,Rupelian,27.85,0.708028,0.708024,0.708031,3,29,
,,Palaeogene,Oligocene,Rupelian,27.90,0.708026,0.708023,0.708030,4,28,
,,Palaeogene,Oligocene,Rupelian,27.95,0.708025,0.708021,0.708029,4,28,
,,Palaeogene,Oligocene,Rupelian,28.00,0.708023,0.708019,0.708028,4,28,
,,Palaeogene,Oligocene,Rupelian,28.05,0.708022,0.708017,0.708027,5,27,
,,Palaeogene,Oligocene,Rupelian,28.10,0.708021,0.708015,0.708026,5,27,
,,Palaeogene,Oligocene,Rupelian,28.15,0.708019,0.708014,0.708025,5,27,
,,Palaeogene,Oligocene,Rupelian,28.20,0.708018,0.708012,0.708024,6,26,
,,Palaeogene,Oligocene,Rupelian,28.25,0.708017,0.708011,0.708022,6,26,
,,Palaeogene,Oligocene,Rupelian,28.30,0.708015,0.708010,0.708021,6,26,
,,Palaeogene,Oligocene,Rupelian,28.35,0.708014,0.708009,0.708020,6,25,
,,Palaeogene,Oligocene,Rupelian,28.40,0.708013,0.708007,0.708019,6,25,
,,Palaeogene,Oligocene,Rupelian,28.45,0.708012,0.708005,0.708018,7,25,
,,Palaeogene,Oligocene,Rupelian,28.50,0.708011,0.708003,0.708018,7,24,
,,Palaeogene,Oligocene,Rupelian,28.55,0.708009,0.708002,0.708017,8,24,
,,Palaeogene,Oligocene,Rupelian,28.60,0.708008,0.708000,0.708016,8,24,
,,Palaeogene,Oligocene,Rupelian,28.65,0.708007,0.707999,0.708015,8,23,
,,Palaeogene,Oligocene,Rupelian,28.70,0.708006,0.707998,0.708014,8,23,
,,Palaeogene,Oligocene,Rupelian,28.75,0.708005,0.707997,0.708013,8,23,
,,Palaeogene,Oligocene,Rupelian,28.80,0.708004,0.707996,0.708011,8,23,
,,Palaeogene,Oligocene,Rupelian,28.85,0.708002,0.707995,0.708010,8,23,
,,Palaeogene,Oligocene,Rupelian,28.90,0.708001,0.707994,0.708009,8,22,
,,Palaeogene,Oligocene,Rupelian,28.95,0.708000,0.707993,0.708007,7,22,
,,Palaeogene,Oligocene,Rupelian,29.00,0.707999,0.707992,0.708006,7,22,
,,Palaeogene,Oligocene,Rupelian,29.05,0.707998,0.707991,0.708005,7,22,
,,Palaeogene,Oligocene,Rupelian,29.10,0.707997,0.707990,0.708003,6,22,
,,Palaeogene,Oligocene,Rupelian,29.15,0.707996,0.707989,0.708002,6,21,
,,Palaeogene,Oligocene,Rupelian,29.20,0.707995,0.707988,0.708001,6,21,
,,Palaeogene,Oligocene,Rupelian,29.25,0.707994,0.707988,0.708000,6,21,
,,Palaeogene,Oligocene,Rupelian,29.30,0.707993,0.707987,0.707999,6,21,
,,Palaeogene,Oligocene,Rupelian,29.35,0.707992,0.707986,0.707998,6,21,
,,Palaeogene,Oligocene,Rupelian,29.40,0.707991,0.707985,0.707997,6,21,
,,Palaeogene,Oligocene,Rupelian,29.45,0.707990,0.707984,0.707995,6,21,
,,Palaeogene,Oligocene,Rupelian,29.50,0.707989,0.707983,0.707994,5,21,
,,Palaeogene,Oligocene,Rupelian,29.55,0.707987,0.707983,0.707992,5,21,
,,Palaeogene,Oligocene,Rupelian,29.60,0.707986,0.707982,0.707991,4,21,
,,Palaeogene,Oligocene,Rupelian,29.65,0.707985,0.707981,0.707989,4,21,
,,Palaeogene,Oligocene,Rupelian,29.70,0.707984,0.707981,0.707988,4,21,
,,Palaeogene,Oligocene,Rupelian,29.75,0.707983,0.707979,0.707987,4,21,
,,Palaeogene,Oligocene,Rupelian,29.80,0.707982,0.707978,0.707986,4,21,
,,Palaeogene,Oligocene,Rupelian,29.85,0.707981,0.707977,0.707985,4,22,
,,Palaeogene,Oligocene,Rupelian,29.90,0.707980,0.707976,0.707984,4,22,
,,Palaeogene,Oligocene,Rupelian,29.95,0.707979,0.707975,0.707983,4,22,
,,Palaeogene,Oligocene,Rupelian,30.00,0.707978,0.707974,0.707981,4,22,
,,Palaeogene,Oligocene,Rupelian,30.05,0.707977,0.707973,0.707980,4,23,
,,Palaeogene,Oligocene,Rupelian,30.10,0.707976,0.707972,0.707979,4,23,
,,Palaeogene,Oligocene,Rupelian,30.15,0.707974,0.707971,0.707978,4,23,
,,Palaeogene,Oligocene,Rupelian,30.20,0.707973,0.707970,0.707977,4,24,
,,Palaeogene,Oligocene,Rupelian,30.25,0.707972,0.707968,0.707976,4,24,
,,Palaeogene,Oligocene,Rupelian,30.30,0.707971,0.707967,0.707974,4,24,
,,Palaeogene,Oligocene,Rupelian,30.35,0.707970,0.707966,0.707973,4,25,
,,Palaeogene,Oligocene,Rupelian,30.40,0.707968,0.707965,0.707972,4,25,
